Form Name,Form Created,Form Submitted,County,GPS Latitude,GPS Longitude,GPS Accuracy,Kenya Questionnaire,Kenya Multi Sector Mapping Project,In What Year Did This Establishment Begin Operations?,Is the Outlet Regulated?,If Yes by who?,What Services are Offered at this Establishment: Member Recruitment,What Services are Offered at this Establishment: Cash-In,What Services are Offered at this Establishment: Cash-Out,What Services are Offered at this Establishment: Account Opening,Type of SACCO Products Offered: Savings Products,Type of SACCO Products Offered: Loan Products,Type of SACCO Products Offered: Remittance,Type of SACCO Products Offered: Insurance Products,Have You Ever Experienced Cases of Fraud?,"If Experienced Cases of Fraud, Please Specify"
SACCO,2015/03/30 12:37:13 PM,2015/03/30 12:49:04 PM,NAIROBI,-1.26861,36.99289,5,Financial,Savings and Credit Co-operative (SACCO),2011/01/01,Yes,SASRA,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,
SACCO,2015/03/30 02:52:52 PM,2015/03/30 03:00:48 PM,NAIROBI,-1.20542,36.91854,6,Financial,Savings and Credit Co-operative (SACCO),2013/11/28,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/03/30 02:58:31 PM,2015/03/30 03:21:02 PM,NAIROBI,-1.31532,36.79949,7,Financial,Savings and Credit Co-operative (SACCO),2014/06/30,Yes,SASRA,No,Yes,No,No,Yes,No,No,No,No,
SACCO,2015/03/30 03:22:23 PM,2015/03/30 03:30:04 PM,NYERI,-0.549,36.94334,9,Financial,Savings and Credit Co-operative (SACCO),1970/01/01,Yes,SASRA,No,No,No,No,No,No,No,No,No,
SACCO,2015/03/30 04:30:50 PM,2015/03/30 04:40:08 PM,MOMBASA,-4.08469,39.65531,14,Financial,Savings and Credit Co-operative (SACCO),2005/01/13,Yes,SASRA,No,Yes,Yes,No,Yes,Yes,Yes,No,No,
SACCO,2015/04/01 09:59:17 AM,2015/04/01 10:38:04 AM,NAIROBI,-1.26382,36.75423,6,Financial,Savings and Credit Co-operative (SACCO),2015/03/23,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Counterfeit Money
SACCO,2015/04/01 11:24:49 AM,2015/04/01 11:32:05 AM,KILIFI,-3.7492,39.68926,7,Financial,Savings and Credit Co-operative (SACCO),2011/01/29,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Counterfeit Money
SACCO,2015/04/01 11:34:20 AM,2015/04/01 11:56:26 AM,MOMBASA,-4.04834,39.68579,12,Financial,Savings and Credit Co-operative (SACCO),1983/02/04,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Theft by Servant
SACCO,2015/04/01 12:31:45 PM,2015/04/01 12:36:22 PM,NAKURU,-0.17431,35.86299,4,Financial,Savings and Credit Co-operative (SACCO),2004/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/04/01 02:58:43 PM,2015/04/01 03:07:20 PM,NYAMIRA,-0.65442,34.87515,4,Financial,Savings and Credit Co-operative (SACCO),2004/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/04/02 09:45:25 AM,2015/04/02 09:58:52 AM,MURANGA,-0.74842,37.0075,6,Financial,Savings and Credit Co-operative (SACCO),1997/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,
SACCO,2015/04/02 11:18:46 AM,2015/04/02 11:26:11 AM,NYERI,-0.54833,36.94516,10,Financial,Savings and Credit Co-operative (SACCO),2008/09/01,Yes,CBK,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,
SACCO,2015/04/02 11:44:26 AM,2015/04/02 12:02:44 PM,KIAMBU,-1.22014,36.71376,9,Financial,Savings and Credit Co-operative (SACCO),2004/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,
SACCO,2015/04/02 12:41:16 PM,2015/04/02 12:58:54 PM,KILIFI,-3.627,39.85205,8,Financial,Savings and Credit Co-operative (SACCO),1974/06/24,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Direct Handset Fraud
SACCO,2015/04/02 11:49:27 AM,2015/04/02 01:41:17 PM,MACHAKOS,-1.39474,36.94164,11,Financial,Savings and Credit Co-operative (SACCO),2014/02/18,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/04/02 01:40:25 PM,2015/04/02 01:50:29 PM,MOMBASA,-4.06199,39.66526,10,Financial,Savings and Credit Co-operative (SACCO),1978/02/02,Yes,SASRA,Yes,No,No,No,Yes,Yes,No,No,No,
SACCO,2015/04/07 08:48:13 AM,2015/04/07 08:59:20 AM,MOMBASA,-3.97503,39.73922,7,Financial,Savings and Credit Co-operative (SACCO),2014/08/02,Yes,SASRA,Yes,No,No,No,Yes,No,No,No,No,
SACCO,2015/04/07 02:12:03 PM,2015/04/07 02:16:13 PM,MERU,0.21377,37.79067,5,Financial,Savings and Credit Co-operative (SACCO),2008/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/04/08 11:23:37 AM,2015/04/08 12:10:31 PM,KILIFI,-3.6318,39.85712,13,Financial,Savings and Credit Co-operative (SACCO),2009/10/19,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Loan Defaulters
SACCO,2015/04/08 12:45:03 PM,2015/04/08 12:49:19 PM,KILIFI,-3.21624,40.11395,5,Financial,Savings and Credit Co-operative (SACCO),1999/11/06,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/04/08 01:21:21 PM,2015/04/08 01:33:21 PM,MURANGA,-0.71295,37.03652,9,Financial,Savings and Credit Co-operative (SACCO),1996/10/01,Yes,CBK,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/04/08 01:11:12 PM,2015/04/08 01:53:57 PM,KILIFI,-3.63222,39.8531,4,Financial,Savings and Credit Co-operative (SACCO),2004/07/13,Yes,SASRA,No,Yes,No,Yes,No,Yes,No,No,No,
SACCO,2015/04/08 01:47:44 PM,2015/04/08 02:03:23 PM,KILIFI,-3.89241,39.76655,6,Financial,Savings and Credit Co-operative (SACCO),2006/04/08,Yes,SASRA,No,Yes,Yes,No,Yes,Yes,No,Yes,No,
SACCO,2015/04/08 02:44:25 PM,2015/04/08 02:54:43 PM,MURANGA,-0.6094,36.86291,5,Financial,Savings and Credit Co-operative (SACCO),2015/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/04/08 03:33:05 PM,2015/04/08 03:38:13 PM,KILIFI,-3.62428,39.85083,8,Financial,Savings and Credit Co-operative (SACCO),2003/06/02,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/04/08 04:00:37 PM,2015/04/08 04:17:52 PM,NAKURU,0.00124,36.23123,8,Financial,Savings and Credit Co-operative (SACCO),2009/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/04/08 04:23:08 PM,2015/04/08 04:40:09 PM,KILIFI,-3.91654,39.78441,15,Financial,Savings and Credit Co-operative (SACCO),2002/04/08,Yes,SASRA,No,Yes,Yes,No,Yes,Yes,No,No,No,
SACCO,2015/04/09 09:54:33 AM,2015/04/09 09:57:31 AM,KILIFI,-3.30307,40.01239,5,Financial,Savings and Credit Co-operative (SACCO),2005/01/10,Yes,SASRA,Yes,No,No,Yes,Yes,Yes,No,No,No,
SACCO,2015/04/09 09:57:49 AM,2015/04/09 10:16:21 AM,MACHAKOS,-1.4485,36.97648,6,Financial,Savings and Credit Co-operative (SACCO),2004/04/09,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Counterfeit Money
SACCO,2015/04/09 10:39:07 AM,2015/04/09 10:49:40 AM,KISII,-0.68161,34.77646,7,Financial,Savings and Credit Co-operative (SACCO),2012/09/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/04/09 11:47:49 AM,2015/04/09 11:54:09 AM,MURANGA,-0.65523,36.9765,7,Financial,Savings and Credit Co-operative (SACCO),2013/04/07,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/04/09 12:07:42 PM,2015/04/09 12:12:44 PM,KIAMBU,-1.21923,36.73931,8,Financial,Savings and Credit Co-operative (SACCO),2013/09/07,Yes,CBK,No,No,Yes,No,Yes,Yes,No,No,No,
SACCO,2015/04/09 01:44:38 PM,2015/04/09 01:51:21 PM,KIAMBU,-1.2181,36.73504,14,Financial,Savings and Credit Co-operative (SACCO),1999/04/09,Yes,CBK,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,
SACCO,2015/04/09 02:11:55 PM,2015/04/09 02:16:44 PM,KIAMBU,-1.21709,36.73536,15,Financial,Savings and Credit Co-operative (SACCO),2010/04/09,Yes,CBK,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,
SACCO,2015/04/09 02:33:23 PM,2015/04/09 02:38:40 PM,MURANGA,-0.63906,36.93555,15,Financial,Savings and Credit Co-operative (SACCO),2001/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/04/09 02:35:33 PM,2015/04/09 02:45:19 PM,BUSIA,0.44853,34.25098,5,Financial,Savings and Credit Co-operative (SACCO),1999/11/27,Yes,SASRA,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Stolen Cheques
SACCO,2015/04/09 03:07:51 PM,2015/04/09 03:20:44 PM,NYERI,-0.42407,36.95257,8,Financial,Savings and Credit Co-operative (SACCO),2013/02/07,Yes,CBK,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/04/09 04:19:35 PM,2015/04/09 04:35:58 PM,UASIN GISHU,0.67034,35.50773,5,Financial,Savings and Credit Co-operative (SACCO),2015/01/05,Yes,SASRA,Yes,No,No,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/04/10 10:15:10 AM,2015/04/10 10:21:18 AM,KIAMBU,-1.21796,36.65171,5,Financial,Savings and Credit Co-operative (SACCO),2013/06/11,Yes,SASRA,Yes,Yes,Yes,No,Yes,Yes,No,No,No,
SACCO,2015/04/10 10:23:25 AM,2015/04/10 10:29:27 AM,TAITA-TAVETA,-3.50209,38.37799,4,Financial,Savings and Credit Co-operative (SACCO),2012/10/07,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/04/10 11:18:24 AM,2015/04/10 11:23:33 AM,NAKURU,-0.17416,36.24567,4,Financial,Savings and Credit Co-operative (SACCO),2013/01/01,Yes,CBK,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/03/27 10:33:38 AM,2015/04/10 11:34:13 AM,KISII,-0.82836,34.88375,8,Financial,Savings and Credit Co-operative (SACCO),2006/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fraud among Staff Members
SACCO,2015/04/10 12:00:07 PM,2015/04/10 12:12:14 PM,MACHAKOS,-1.26676,37.32129,15,Financial,Savings and Credit Co-operative (SACCO),2008/01/10,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/04/10 01:10:17 PM,2015/04/10 01:16:00 PM,NYAMIRA,-0.67334,34.91397,7,Financial,Savings and Credit Co-operative (SACCO),2005/01/01,Yes,CBK,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/04/10 01:32:45 PM,2015/04/10 01:42:38 PM,NYAMIRA,-0.67318,34.9138,11,Financial,Savings and Credit Co-operative (SACCO),2010/01/18,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/04/10 04:06:52 PM,2015/04/10 04:11:11 PM,KIAMBU,-1.21953,36.71388,15,Financial,Savings and Credit Co-operative (SACCO),2012/04/10,Yes,CBK,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,
SACCO,2015/04/10 04:09:17 PM,2015/04/10 04:15:47 PM,NYAMIRA,-0.67227,34.91301,6,Financial,Savings and Credit Co-operative (SACCO),2013/01/10,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/04/11 10:37:28 AM,2015/04/11 10:52:47 AM,MACHAKOS,-1.41202,37.33191,13,Financial,Savings and Credit Co-operative (SACCO),2009/03/11,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/04/13 09:30:43 AM,2015/04/13 09:51:05 AM,KIAMBU,-1.03785,37.07687,7,Financial,Savings and Credit Co-operative (SACCO),2015/01/01,Yes,SASRA,Yes,No,No,No,Yes,Yes,Yes,No,No,
SACCO,2015/04/13 10:37:15 AM,2015/04/13 10:41:03 AM,MURANGA,-0.68573,36.89026,5,Financial,Savings and Credit Co-operative (SACCO),2001/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/04/13 12:21:38 PM,2015/04/13 12:26:49 PM,MERU,0.27544,37.88711,4,Financial,Savings and Credit Co-operative (SACCO),2015/03/13,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/04/13 02:39:18 PM,2015/04/13 02:59:43 PM,MURANGA,-0.68685,36.97185,14,Financial,Savings and Credit Co-operative (SACCO),1986/09/24,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,
SACCO,2015/04/13 04:49:15 PM,2015/04/13 05:02:35 PM,NAIROBI,-1.27138,36.9974,14,Financial,Savings and Credit Co-operative (SACCO),2013/01/01,Yes,CBK,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Fake SMS
SACCO,2015/04/14 09:31:22 AM,2015/04/14 09:34:46 AM,KISII,-0.8867,34.73605,4,Financial,Savings and Credit Co-operative (SACCO),2015/03/01,Yes,CBK,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/04/14 09:27:07 AM,2015/04/14 09:57:32 AM,KILIFI,-3.81702,39.62595,11,Financial,Savings and Credit Co-operative (SACCO),1996/04/14,Yes,CBK,Yes,Yes,Yes,No,Yes,Yes,No,No,No,
SACCO,2015/04/14 10:16:08 AM,2015/04/14 10:20:39 AM,KIAMBU,-1.10917,36.6411,4,Financial,Savings and Credit Co-operative (SACCO),1994/02/14,Yes,CBK,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/04/14 11:39:00 AM,2015/04/14 11:44:32 AM,KILIFI,-3.12915,39.78177,14,Financial,Savings and Credit Co-operative (SACCO),2012/08/06,Yes,SASRA,Yes,No,No,Yes,Yes,Yes,No,No,No,
SACCO,2015/04/14 03:13:06 PM,2015/04/14 03:30:52 PM,KISII,-0.89308,34.73243,4,Financial,Savings and Credit Co-operative (SACCO),1990/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Robbery
SACCO,2015/04/14 04:06:46 PM,2015/04/14 04:29:21 PM,MOMBASA,-4.06383,39.67232,7,Financial,Savings and Credit Co-operative (SACCO),1993/05/13,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Robbery
SACCO,2015/04/15 09:07:39 AM,2015/04/15 09:20:07 AM,KIAMBU,-1.03414,37.07492,6,Financial,Savings and Credit Co-operative (SACCO),1982/04/15,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/04/15 09:16:24 AM,2015/04/15 09:24:41 AM,KIAMBU,-1.20369,36.72792,10,Financial,Savings and Credit Co-operative (SACCO),2012/04/15,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/04/15 11:13:46 AM,2015/04/15 11:16:45 AM,MERU,0.384,37.98033,3,Financial,Savings and Credit Co-operative (SACCO),2005/12/17,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/04/15 11:13:00 AM,2015/04/15 11:26:39 AM,NYERI,-0.54313,36.93236,8,Financial,Savings and Credit Co-operative (SACCO),1965/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/04/15 11:26:30 AM,2015/04/15 11:34:43 AM,MERU,0.38467,37.98142,4,Financial,Savings and Credit Co-operative (SACCO),2014/02/13,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/04/15 11:37:37 AM,2015/04/15 11:45:04 AM,MOMBASA,-4.05558,39.68227,7,Financial,Savings and Credit Co-operative (SACCO),1983/01/20,Yes,SASRA,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Loan Defaulters
SACCO,2015/04/15 11:55:22 AM,2015/04/15 12:19:43 PM,KIAMBU,-1.15098,36.80227,6,Financial,Savings and Credit Co-operative (SACCO),2002/01/01,Yes,CBK,Yes,Yes,No,No,Yes,Yes,No,No,No,
SACCO,2015/04/15 11:25:24 AM,2015/04/15 12:21:38 PM,MERU,0.38435,37.9805,7,Financial,Savings and Credit Co-operative (SACCO),2004/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/04/15 02:04:48 PM,2015/04/15 02:12:14 PM,MOMBASA,-4.06395,39.67351,11,Financial,Savings and Credit Co-operative (SACCO),1998/03/14,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,
SACCO,2015/04/15 03:05:11 PM,2015/04/15 03:14:16 PM,KISII,-0.90929,34.79579,7,Financial,Savings and Credit Co-operative (SACCO),1992/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/04/16 09:19:09 AM,2015/04/16 09:38:03 AM,MOMBASA,-4.06018,39.67141,5,Financial,Savings and Credit Co-operative (SACCO),2013/03/15,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,
SACCO,2015/04/16 11:21:48 AM,2015/04/16 11:44:18 AM,NAKURU,-0.49943,36.32316,11,Financial,Savings and Credit Co-operative (SACCO),2004/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Staff taking cash
SACCO,2015/04/16 12:02:31 PM,2015/04/16 12:10:50 PM,MOMBASA,-4.06301,39.67526,12,Financial,Savings and Credit Co-operative (SACCO),1972/03/15,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/04/16 12:21:09 PM,2015/04/16 12:34:08 PM,MOMBASA,-4.06352,39.67778,12,Financial,Savings and Credit Co-operative (SACCO),2004/02/13,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/04/16 01:17:23 PM,2015/04/16 01:35:40 PM,MOMBASA,-4.06323,39.67453,6,Financial,Savings and Credit Co-operative (SACCO),2013/03/15,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/03/31 11:32:20 AM,2015/04/17 10:13:52 AM,KAJIADO,-1.47827,36.95755,7,Financial,Savings and Credit Co-operative (SACCO),2015/02/17,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/04/17 10:35:26 AM,2015/04/17 10:39:08 AM,MERU,0.22962,37.94029,4,Financial,Savings and Credit Co-operative (SACCO),2006/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/04/17 11:12:04 AM,2015/04/17 11:47:39 AM,KAJIADO,-1.47941,36.9575,10,Financial,Savings and Credit Co-operative (SACCO),2013/09/17,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/04/17 11:48:54 AM,2015/04/17 11:53:57 AM,MOMBASA,-4.06166,39.66718,7,Financial,Savings and Credit Co-operative (SACCO),1986/02/12,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/04/17 12:11:14 PM,2015/04/17 12:19:28 PM,MERU,0.22829,37.94003,10,Financial,Savings and Credit Co-operative (SACCO),1998/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/04/17 01:44:56 PM,2015/04/17 01:48:15 PM,KAJIADO,-1.39615,36.75308,12,Financial,Savings and Credit Co-operative (SACCO),2014/04/17,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/04/07 10:30:25 AM,2015/04/17 02:16:05 PM,MURANGA,-0.73223,36.92761,7,Financial,Savings and Credit Co-operative (SACCO),2007/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/04/17 02:17:01 PM,2015/04/17 02:21:03 PM,MURANGA,-0.72596,36.93309,15,Financial,Savings and Credit Co-operative (SACCO),2004/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/04/13 10:00:11 AM,2015/04/17 04:47:17 PM,KIAMBU,-1.03795,37.07905,8,Financial,Savings and Credit Co-operative (SACCO),1997/07/09,Yes,SASRA,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Loan Defaulting
SACCO,2015/04/17 03:49:10 PM,2015/04/17 04:54:11 PM,KAJIADO,-1.47924,36.95723,11,Financial,Savings and Credit Co-operative (SACCO),2015/01/17,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/04/20 10:38:18 AM,2015/04/20 10:51:45 AM,KIAMBU,-0.98448,36.63036,11,Financial,Savings and Credit Co-operative (SACCO),1953/12/10,Yes,SASRA,Yes,No,Yes,No,Yes,No,No,No,No,
SACCO,2015/04/20 11:42:07 AM,2015/04/20 11:50:11 AM,KIAMBU,-1.14779,36.9598,10,Financial,Savings and Credit Co-operative (SACCO),2014/05/18,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
SACCO,2015/04/20 01:10:03 PM,2015/04/20 02:07:24 PM,NYANDARUA,-0.05876,36.5302,12,Financial,Savings and Credit Co-operative (SACCO),2012/04/20,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/04/20 02:40:23 PM,2015/04/20 03:04:54 PM,NYANDARUA,-0.05357,36.53014,13,Financial,Savings and Credit Co-operative (SACCO),2010/02/18,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/04/21 09:26:23 AM,2015/04/21 09:33:45 AM,BUSIA,0.27981,34.11851,4,Financial,Savings and Credit Co-operative (SACCO),2014/08/01,Yes,SASRA,Yes,Yes,Yes,No,Yes,No,No,No,No,
SACCO,2015/04/08 01:15:12 PM,2015/04/21 10:13:12 AM,KIRINYAGA,-0.56839,36.99689,6,Financial,Savings and Credit Co-operative (SACCO),2007/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/04/21 12:27:34 PM,2015/04/21 12:30:27 PM,KIAMBU,-1.10088,36.79745,4,Financial,Savings and Credit Co-operative (SACCO),2012/03/19,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/04/21 01:08:35 PM,2015/04/21 01:12:53 PM,LAIKIPIA,-0.07781,36.57833,7,Financial,Savings and Credit Co-operative (SACCO),2015/03/30,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/04/21 12:51:00 PM,2015/04/21 01:14:15 PM,BUNGOMA,0.78068,34.56463,4,Financial,Savings and Credit Co-operative (SACCO),1997/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,
SACCO,2015/04/21 01:05:32 PM,2015/04/21 01:37:50 PM,NYERI,-0.56673,36.99914,5,Financial,Savings and Credit Co-operative (SACCO),2010/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/04/21 01:18:38 PM,2015/04/21 01:45:55 PM,KILIFI,-2.9966,40.19443,5,Financial,Savings and Credit Co-operative (SACCO),2006/11/29,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/04/21 02:37:11 PM,2015/04/21 02:44:42 PM,KIAMBU,-1.18085,36.7795,14,Financial,Savings and Credit Co-operative (SACCO),1965/04/21,Yes,CBK,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Robbery
SACCO,2015/04/18 09:46:45 AM,2015/04/21 03:18:38 PM,KAJIADO,-1.47731,36.95849,4,Financial,Savings and Credit Co-operative (SACCO),2012/07/17,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/04/22 08:54:03 AM,2015/04/22 09:00:02 AM,NYERI,-0.14105,36.71092,5,Financial,Savings and Credit Co-operative (SACCO),2015/04/22,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/04/14 12:00:50 PM,2015/04/22 09:09:59 AM,WEST POKOT,1.25637,35.09281,5,Financial,Savings and Credit Co-operative (SACCO),1966/11/18,Yes,SASRA,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,
SACCO,2015/04/22 09:03:03 AM,2015/04/22 09:14:59 AM,NYERI,-0.14117,36.71096,5,Financial,Savings and Credit Co-operative (SACCO),2014/02/03,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,
SACCO,2015/04/20 10:01:46 AM,2015/04/22 09:57:34 AM,MURANGA,-0.60295,36.95582,7,Financial,Savings and Credit Co-operative (SACCO),2002/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,
SACCO,2015/04/22 11:22:09 AM,2015/04/22 11:24:49 AM,KIAMBU,-0.95067,36.76384,7,Financial,Savings and Credit Co-operative (SACCO),2012/03/20,Yes,SASRA,Yes,Yes,No,Yes,Yes,Yes,No,No,No,
SACCO,2015/04/22 11:09:26 AM,2015/04/22 11:59:12 AM,MURANGA,-0.60235,36.95687,11,Financial,Savings and Credit Co-operative (SACCO),1978/01/01,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,
SACCO,2015/04/22 11:18:18 AM,2015/04/22 12:24:55 PM,KWALE,-4.28137,39.59216,15,Financial,Savings and Credit Co-operative (SACCO),1972/03/20,Yes,SASRA,Yes,No,No,No,No,Yes,No,No,No,
SACCO,2015/04/22 12:25:49 PM,2015/04/22 12:42:24 PM,KWALE,-4.28183,39.59014,5,Financial,Savings and Credit Co-operative (SACCO),1976/01/20,Yes,SASRA,Yes,No,No,No,Yes,Yes,No,No,No,
SACCO,2015/04/22 01:01:07 PM,2015/04/22 01:10:46 PM,KISUMU,-0.38954,35.01223,6,Financial,Savings and Credit Co-operative (SACCO),2014/11/20,Yes,SASRA,Yes,Yes,No,Yes,Yes,No,No,No,No,
SACCO,2015/04/22 01:00:39 PM,2015/04/22 01:21:41 PM,KWALE,-4.28439,39.5889,6,Financial,Savings and Credit Co-operative (SACCO),1970/01/19,Yes,SASRA,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,
